data_captura,dt_captura,nome,link
2026-06-04,2026-06-04,Even Construtora e Incorporadora S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000453
2026-06-04,2026-06-04,Junto Seguros S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/INS/entityId/1001443
2026-06-04,2026-06-04,Solvi Essencis Ambiental S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000232
2026-06-04,2026-06-04,Stone Instituicao de Pagamento S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000917
2026-06-04,2026-06-04,Cemig Distribuicao S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000303
2026-06-04,2026-06-04,Credito Universitario Fundo de Investimento em Direitos Creditorios - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000956
2026-06-04,2026-06-04,ECO101 Concessionaria de Rodovias S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001125
2026-06-04,2026-06-04,Eco050 Concessionaria de Rodovias S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1003779
2026-06-04,2026-06-04,Investimentos e Participacoes em Infraestrutura S.A. - Invepar,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000538
2026-06-04,2026-06-04,SRM Sec Securitizadora S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1008670
2026-06-04,2026-06-04,Junto Resseguros S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/INS/entityId/1001080
2026-06-04,2026-06-04,Positivo Tecnologia S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000694
2026-06-04,2026-06-04,XP Investimentos S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/FI/entityId/1000167
2026-06-04,2026-06-04,Bemol Credito Pessoal Fundo de Investimento em Direitos Creditorios Financeiros de Responsabilidade Ltda.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1001350
2026-06-04,2026-06-04,Unifique Telecomunicacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000603
2026-06-04,2026-06-04,EKTT09 Servicos de Transmissao de Energia Eletrica SPE S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001351
2026-06-04,2026-06-04,DB3 Servicos De Telecomunicacoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000479
2026-06-04,2026-06-04,Light Servicos de Eletricidade S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1001431
2026-06-04,2026-06-04,Convicon – Contêineres de Vila do Conde S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000221
2026-06-04,2026-06-04,BRZ Empreendimentos e Construcoes S.A.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1001327
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios ASAAS III - Responsabilidade Ltda.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1001440
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditórios ACR BEM Bancos Emissores de Cartão de Crédito - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000055
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios - ACR IV Bancos Emissores de Cartao de Credito - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000671
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Tradepay Varejo I - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000961
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditórios Goal One,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000414
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Financeiros de Responsabilidade Limitada DMCard,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000041
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Somacred Consignado Publico II - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000343
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Sifra Star,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000938
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Bullla Cartoes Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000667
2026-06-04,2026-06-04,Fundo De Investimento Em Direitos Creditorios Creditas Auto IX,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000580
2026-06-04,2026-06-04,Fundo De Investimento Em Direitos Creditorios Creditas Auto XI,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000866
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Creditas Auto X - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000247
2026-06-04,2026-06-04,RED Fundo de Investimento em Direitos Creditorios Real LP de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - CDO/entityId/1000665
2026-06-04,2026-06-04,Fundo de Investimentos em Direitos Creditorios Comerciais de Responsabilidade Limitada Fortbrasil,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000490
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Multisetorial Master,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - CDO/entityId/1000418
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Multisetorial Master II,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - CDO/entityId/1000130
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios Multisetorial Master III,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000629
2026-06-04,2026-06-04,Fundo De Investimento Em Direitos Creditorios Multissetorial One7 LP,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1001340
2026-06-04,2026-06-04,RNX Fundo de Investimento em Direitos Creditorios Multissetorial de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000698
2026-06-04,2026-06-04,RED - Fundo de Investimento em Direitos Creditorios Multisetorial LP - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1001298
2026-06-04,2026-06-04,Fundo de Investimento em Direitos Creditorios LF I - Segmento Financeiro - Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000700
2026-06-04,2026-06-04,SB Credito Fundo de Investimento em Direitos Creditorios Multissetorial de Classe Unica Fechada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000420
2026-06-04,2026-06-04,Seller II Fundo de Investimento em Direitos Creditorios Segmento Meios de Pagamento de Responsabilidade Ltda.,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000176
2026-06-04,2026-06-04,Medsystems B24 Fundo de Investimento em Direitos Creditorios Segmento Recebiveis Comerciais de Responsabilidade Limitada,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1000506
2026-06-04,2026-06-04,Niteroi (City of),https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/GOVS/entityId/1000181
2026-06-04,2026-06-04,Multiplike Plus Fundo De Investimento Em Direitos Creditorios,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/STRUC - ABS/entityId/1001145
2026-06-04,2026-06-04,ELETRONORTE,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/UTIL/entityId/1000946
2026-06-04,2026-06-04,Vero,https://brazil.ratings.spglobal.com/ratings/pt/regulatory/org-details/sectorCode/CORP/entityId/1000750
